Scenario ID,Module / Pillar,Scenario Category,Sub-Category / Clinical Phenotype,Surgeon / Actor Role,Pre-Conditions & Clinical Parameters,Execution Action / Trigger,Expected Clinical & System Outcome,Compliance & Clinical Standard,Priority / Risk Level
"SCN-1669","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Mild (Score 0-7) | SHIM: Moderate ED (Score 12-16)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Mild (Score 0-7)), Continence (Dry (0 pads/day)), and SHIM (Moderate ED (Score 12-16))","Instant score derivation; IPSS Bother: Delighted/Pleased (0-1); Rehab pathway triggered: Daily Tadalafil 5mg + Vacuum Erection Device; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1670","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Mild (Score 0-7) | SHIM: Moderate ED (Score 12-16)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Mild (Score 0-7)), Continence (Dry (0 pads/day)), and SHIM (Moderate ED (Score 12-16))","Instant score derivation; IPSS Bother: Delighted/Pleased (0-1); Rehab pathway triggered: Daily Tadalafil 5mg + Vacuum Erection Device; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1671","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Mild (Score 0-7) | SHIM: Severe ED (Score 1-7)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Mild (Score 0-7)), Continence (Dry (0 pads/day)), and SHIM (Severe ED (Score 1-7))","Instant score derivation; IPSS Bother: Delighted/Pleased (0-1); Rehab pathway triggered: Intracavernosal Alprostadil Injections / Andrology Referral; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1672","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Mild (Score 0-7) | SHIM: Severe ED (Score 1-7)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Mild (Score 0-7)), Continence (Dry (0 pads/day)), and SHIM (Severe ED (Score 1-7))","Instant score derivation; IPSS Bother: Delighted/Pleased (0-1); Rehab pathway triggered: Intracavernosal Alprostadil Injections / Andrology Referral; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1673","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Moderate (Score 8-19) | SHIM: No ED (Score 22-25)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Moderate (Score 8-19)), Continence (1 Security Pad/day), and SHIM (No ED (Score 22-25))","Instant score derivation; IPSS Bother: Mixed/Mostly Dissatisfied (3-4); Rehab pathway triggered: Spontaneous erections sufficient for intercourse; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1674","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Moderate (Score 8-19) | SHIM: No ED (Score 22-25)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Moderate (Score 8-19)), Continence (1 Security Pad/day), and SHIM (No ED (Score 22-25))","Instant score derivation; IPSS Bother: Mixed/Mostly Dissatisfied (3-4); Rehab pathway triggered: Spontaneous erections sufficient for intercourse; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1675","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Moderate (Score 8-19) | SHIM: Mild ED (Score 17-21)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Moderate (Score 8-19)), Continence (1 Security Pad/day), and SHIM (Mild ED (Score 17-21))","Instant score derivation; IPSS Bother: Mixed/Mostly Dissatisfied (3-4); Rehab pathway triggered: Low-dose PDE5i on-demand; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1676","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Moderate (Score 8-19) | SHIM: Mild ED (Score 17-21)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Moderate (Score 8-19)), Continence (1 Security Pad/day), and SHIM (Mild ED (Score 17-21))","Instant score derivation; IPSS Bother: Mixed/Mostly Dissatisfied (3-4); Rehab pathway triggered: Low-dose PDE5i on-demand; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1677","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Moderate (Score 8-19) | SHIM: Moderate ED (Score 12-16)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Moderate (Score 8-19)), Continence (1 Security Pad/day), and SHIM (Moderate ED (Score 12-16))","Instant score derivation; IPSS Bother: Mixed/Mostly Dissatisfied (3-4); Rehab pathway triggered: Daily Tadalafil 5mg + Vacuum Erection Device; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1678","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Moderate (Score 8-19) | SHIM: Moderate ED (Score 12-16)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Moderate (Score 8-19)), Continence (1 Security Pad/day), and SHIM (Moderate ED (Score 12-16))","Instant score derivation; IPSS Bother: Mixed/Mostly Dissatisfied (3-4); Rehab pathway triggered: Daily Tadalafil 5mg + Vacuum Erection Device; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1679","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Moderate (Score 8-19) | SHIM: Severe ED (Score 1-7)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Moderate (Score 8-19)), Continence (1 Security Pad/day), and SHIM (Severe ED (Score 1-7))","Instant score derivation; IPSS Bother: Mixed/Mostly Dissatisfied (3-4); Rehab pathway triggered: Intracavernosal Alprostadil Injections / Andrology Referral; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1680","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Moderate (Score 8-19) | SHIM: Severe ED (Score 1-7)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Moderate (Score 8-19)), Continence (1 Security Pad/day), and SHIM (Severe ED (Score 1-7))","Instant score derivation; IPSS Bother: Mixed/Mostly Dissatisfied (3-4); Rehab pathway triggered: Intracavernosal Alprostadil Injections / Andrology Referral; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1681","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Severe (Score 20-35) | SHIM: No ED (Score 22-25)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Severe (Score 20-35)), Continence (2-3 Pads/day (Moderate Incontinence)), and SHIM (No ED (Score 22-25))","Instant score derivation; IPSS Bother: Unhappy/Terrible (5-6); Rehab pathway triggered: Spontaneous erections sufficient for intercourse; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","High"
"SCN-1682","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Severe (Score 20-35) | SHIM: No ED (Score 22-25)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Severe (Score 20-35)), Continence (2-3 Pads/day (Moderate Incontinence)), and SHIM (No ED (Score 22-25))","Instant score derivation; IPSS Bother: Unhappy/Terrible (5-6); Rehab pathway triggered: Spontaneous erections sufficient for intercourse; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","High"
"SCN-1683","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Severe (Score 20-35) | SHIM: Mild ED (Score 17-21)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Severe (Score 20-35)), Continence (2-3 Pads/day (Moderate Incontinence)), and SHIM (Mild ED (Score 17-21))","Instant score derivation; IPSS Bother: Unhappy/Terrible (5-6); Rehab pathway triggered: Low-dose PDE5i on-demand; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","High"
"SCN-1684","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Severe (Score 20-35) | SHIM: Mild ED (Score 17-21)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Severe (Score 20-35)), Continence (2-3 Pads/day (Moderate Incontinence)), and SHIM (Mild ED (Score 17-21))","Instant score derivation; IPSS Bother: Unhappy/Terrible (5-6); Rehab pathway triggered: Low-dose PDE5i on-demand; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","High"
"SCN-1685","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Severe (Score 20-35) | SHIM: Moderate ED (Score 12-16)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Severe (Score 20-35)), Continence (2-3 Pads/day (Moderate Incontinence)), and SHIM (Moderate ED (Score 12-16))","Instant score derivation; IPSS Bother: Unhappy/Terrible (5-6); Rehab pathway triggered: Daily Tadalafil 5mg + Vacuum Erection Device; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","High"
"SCN-1686","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Severe (Score 20-35) | SHIM: Moderate ED (Score 12-16)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Severe (Score 20-35)), Continence (2-3 Pads/day (Moderate Incontinence)), and SHIM (Moderate ED (Score 12-16))","Instant score derivation; IPSS Bother: Unhappy/Terrible (5-6); Rehab pathway triggered: Daily Tadalafil 5mg + Vacuum Erection Device; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","High"
"SCN-1687","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Severe (Score 20-35) | SHIM: Severe ED (Score 1-7)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Severe (Score 20-35)), Continence (2-3 Pads/day (Moderate Incontinence)), and SHIM (Severe ED (Score 1-7))","Instant score derivation; IPSS Bother: Unhappy/Terrible (5-6); Rehab pathway triggered: Intracavernosal Alprostadil Injections / Andrology Referral; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","High"
"SCN-1688","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Severe (Score 20-35) | SHIM: Severe ED (Score 1-7)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Severe (Score 20-35)), Continence (2-3 Pads/day (Moderate Incontinence)), and SHIM (Severe ED (Score 1-7))","Instant score derivation; IPSS Bother: Unhappy/Terrible (5-6); Rehab pathway triggered: Intracavernosal Alprostadil Injections / Andrology Referral; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","High"
"SCN-1689","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Refractory Incontinence | SHIM: No ED (Score 22-25)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Refractory Incontinence), Continence (>3 Pads/day (Severe Incontinence)), and SHIM (No ED (Score 22-25))","Instant score derivation; IPSS Bother: Terrible (6); Rehab pathway triggered: Spontaneous erections sufficient for intercourse; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1690","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Refractory Incontinence | SHIM: No ED (Score 22-25)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Refractory Incontinence), Continence (>3 Pads/day (Severe Incontinence)), and SHIM (No ED (Score 22-25))","Instant score derivation; IPSS Bother: Terrible (6); Rehab pathway triggered: Spontaneous erections sufficient for intercourse; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1691","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Refractory Incontinence | SHIM: Mild ED (Score 17-21)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Refractory Incontinence), Continence (>3 Pads/day (Severe Incontinence)), and SHIM (Mild ED (Score 17-21))","Instant score derivation; IPSS Bother: Terrible (6); Rehab pathway triggered: Low-dose PDE5i on-demand; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1692","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Refractory Incontinence | SHIM: Mild ED (Score 17-21)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Refractory Incontinence), Continence (>3 Pads/day (Severe Incontinence)), and SHIM (Mild ED (Score 17-21))","Instant score derivation; IPSS Bother: Terrible (6); Rehab pathway triggered: Low-dose PDE5i on-demand; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1693","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Refractory Incontinence | SHIM: Moderate ED (Score 12-16)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Refractory Incontinence), Continence (>3 Pads/day (Severe Incontinence)), and SHIM (Moderate ED (Score 12-16))","Instant score derivation; IPSS Bother: Terrible (6); Rehab pathway triggered: Daily Tadalafil 5mg + Vacuum Erection Device; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1694","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Refractory Incontinence | SHIM: Moderate ED (Score 12-16)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Refractory Incontinence), Continence (>3 Pads/day (Severe Incontinence)), and SHIM (Moderate ED (Score 12-16))","Instant score derivation; IPSS Bother: Terrible (6); Rehab pathway triggered: Daily Tadalafil 5mg + Vacuum Erection Device; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1695","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Refractory Incontinence | SHIM: Severe ED (Score 1-7)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Refractory Incontinence), Continence (>3 Pads/day (Severe Incontinence)), and SHIM (Severe ED (Score 1-7))","Instant score derivation; IPSS Bother: Terrible (6); Rehab pathway triggered: Intracavernosal Alprostadil Injections / Andrology Referral; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1696","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (6M)","IPSS: Refractory Incontinence | SHIM: Severe ED (Score 1-7)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 6M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Refractory Incontinence), Continence (>3 Pads/day (Severe Incontinence)), and SHIM (Severe ED (Score 1-7))","Instant score derivation; IPSS Bother: Terrible (6); Rehab pathway triggered: Intracavernosal Alprostadil Injections / Andrology Referral; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1697","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Mild (Score 0-7) | SHIM: No ED (Score 22-25)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Mild (Score 0-7)), Continence (Dry (0 pads/day)), and SHIM (No ED (Score 22-25))","Instant score derivation; IPSS Bother: Delighted/Pleased (0-1); Rehab pathway triggered: Spontaneous erections sufficient for intercourse; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1698","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Mild (Score 0-7) | SHIM: No ED (Score 22-25)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Mild (Score 0-7)), Continence (Dry (0 pads/day)), and SHIM (No ED (Score 22-25))","Instant score derivation; IPSS Bother: Delighted/Pleased (0-1); Rehab pathway triggered: Spontaneous erections sufficient for intercourse; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1699","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Mild (Score 0-7) | SHIM: Mild ED (Score 17-21)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Mild (Score 0-7)), Continence (Dry (0 pads/day)), and SHIM (Mild ED (Score 17-21))","Instant score derivation; IPSS Bother: Delighted/Pleased (0-1); Rehab pathway triggered: Low-dose PDE5i on-demand; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1700","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Mild (Score 0-7) | SHIM: Mild ED (Score 17-21)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Mild (Score 0-7)), Continence (Dry (0 pads/day)), and SHIM (Mild ED (Score 17-21))","Instant score derivation; IPSS Bother: Delighted/Pleased (0-1); Rehab pathway triggered: Low-dose PDE5i on-demand; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1701","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Mild (Score 0-7) | SHIM: Moderate ED (Score 12-16)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Mild (Score 0-7)), Continence (Dry (0 pads/day)), and SHIM (Moderate ED (Score 12-16))","Instant score derivation; IPSS Bother: Delighted/Pleased (0-1); Rehab pathway triggered: Daily Tadalafil 5mg + Vacuum Erection Device; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1702","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Mild (Score 0-7) | SHIM: Moderate ED (Score 12-16)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Mild (Score 0-7)), Continence (Dry (0 pads/day)), and SHIM (Moderate ED (Score 12-16))","Instant score derivation; IPSS Bother: Delighted/Pleased (0-1); Rehab pathway triggered: Daily Tadalafil 5mg + Vacuum Erection Device; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1703","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Mild (Score 0-7) | SHIM: Severe ED (Score 1-7)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Mild (Score 0-7)), Continence (Dry (0 pads/day)), and SHIM (Severe ED (Score 1-7))","Instant score derivation; IPSS Bother: Delighted/Pleased (0-1); Rehab pathway triggered: Intracavernosal Alprostadil Injections / Andrology Referral; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1704","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Mild (Score 0-7) | SHIM: Severe ED (Score 1-7)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Mild (Score 0-7)), Continence (Dry (0 pads/day)), and SHIM (Severe ED (Score 1-7))","Instant score derivation; IPSS Bother: Delighted/Pleased (0-1); Rehab pathway triggered: Intracavernosal Alprostadil Injections / Andrology Referral; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1705","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Moderate (Score 8-19) | SHIM: No ED (Score 22-25)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Moderate (Score 8-19)), Continence (1 Security Pad/day), and SHIM (No ED (Score 22-25))","Instant score derivation; IPSS Bother: Mixed/Mostly Dissatisfied (3-4); Rehab pathway triggered: Spontaneous erections sufficient for intercourse; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1706","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Moderate (Score 8-19) | SHIM: No ED (Score 22-25)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Moderate (Score 8-19)), Continence (1 Security Pad/day), and SHIM (No ED (Score 22-25))","Instant score derivation; IPSS Bother: Mixed/Mostly Dissatisfied (3-4); Rehab pathway triggered: Spontaneous erections sufficient for intercourse; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1707","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Moderate (Score 8-19) | SHIM: Mild ED (Score 17-21)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Moderate (Score 8-19)), Continence (1 Security Pad/day), and SHIM (Mild ED (Score 17-21))","Instant score derivation; IPSS Bother: Mixed/Mostly Dissatisfied (3-4); Rehab pathway triggered: Low-dose PDE5i on-demand; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1708","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Moderate (Score 8-19) | SHIM: Mild ED (Score 17-21)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Moderate (Score 8-19)), Continence (1 Security Pad/day), and SHIM (Mild ED (Score 17-21))","Instant score derivation; IPSS Bother: Mixed/Mostly Dissatisfied (3-4); Rehab pathway triggered: Low-dose PDE5i on-demand; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1709","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Moderate (Score 8-19) | SHIM: Moderate ED (Score 12-16)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Moderate (Score 8-19)), Continence (1 Security Pad/day), and SHIM (Moderate ED (Score 12-16))","Instant score derivation; IPSS Bother: Mixed/Mostly Dissatisfied (3-4); Rehab pathway triggered: Daily Tadalafil 5mg + Vacuum Erection Device; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1710","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Moderate (Score 8-19) | SHIM: Moderate ED (Score 12-16)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Moderate (Score 8-19)), Continence (1 Security Pad/day), and SHIM (Moderate ED (Score 12-16))","Instant score derivation; IPSS Bother: Mixed/Mostly Dissatisfied (3-4); Rehab pathway triggered: Daily Tadalafil 5mg + Vacuum Erection Device; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1711","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Moderate (Score 8-19) | SHIM: Severe ED (Score 1-7)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Moderate (Score 8-19)), Continence (1 Security Pad/day), and SHIM (Severe ED (Score 1-7))","Instant score derivation; IPSS Bother: Mixed/Mostly Dissatisfied (3-4); Rehab pathway triggered: Intracavernosal Alprostadil Injections / Andrology Referral; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
